intent,support,delta_stability
"{'ABV': [13.0, 14.5], 'Body': {'Full-bodied', 'Very full-bodied'}, 'Country': {'Portugal', 'United States', 'Other'}, 'LatestVintage': [2020.0, 2022.0], 'Type': {'Dessert', 'Red'}}",3,
"{'ABV': [13.0, 48.0], 'Body': {'Medium-bodied'}, 'Country': {'Other', 'Italy'}, 'LatestVintage': [2020.0, 2021.0], 'Type': {'Rosé', 'Red'}}",3,
"{'ABV': [13.0, 48.0], 'Body': {'Medium-bodied'}, 'Country': {'United States', 'Italy', 'Other'}, 'LatestVintage': [2020.0, 2021.0], 'Type': {'Red'}}",3,
"{'ABV': [13.0, 48.0], 'Body': {'Medium-bodied', 'Full-bodied'}, 'Country': {'Other', 'Italy'}, 'LatestVintage': 2020.0, 'Type': {'Red'}}",3,
"{'ABV': [13.0, 48.0], 'Body': {'Medium-bodied', 'Light-bodied'}, 'Country': {'France', 'Italy'}, 'LatestVintage': [2020.0, 2021.0], 'Type': {'Rosé', 'Red'}}",3,
"{'ABV': [13.0, 48.0], 'Body': {'Medium-bodied'}, 'Country': {'United States', 'Italy'}, 'LatestVintage': [2020.0, 2021.0], 'Type': {'Rosé', 'Red'}}",3,
"{'ABV': [13.540000000000001, 48.0], 'Body': {'Medium-bodied', 'Full-bodied'}, 'Country': {'Italy'}, 'LatestVintage': [2020.0, 2021.0], 'Type': {'Red'}}",3,
"{'ABV': [13.0, 14.5], 'Body': {'Medium-bodied', 'Light-bodied'}, 'Country': {'France', 'Italy', 'Other'}, 'LatestVintage': [2020.0, 2021.0], 'Type': {'Rosé', 'Red'}}",3,
"{'ABV': [13.0, 14.5], 'Body': {'Medium-bodied'}, 'Country': {'United States', 'Italy', 'Other'}, 'LatestVintage': [2020.0, 2021.0], 'Type': {'Rosé', 'Red'}}",3,
"{'ABV': [13.540000000000001, 14.5], 'Body': {'Medium-bodied', 'Full-bodied'}, 'Country': {'Other', 'Italy'}, 'LatestVintage': [2020.0, 2021.0], 'Type': {'Red'}}",3,
"{'ABV': [13.0, 14.5], 'Body': {'Medium-bodied', 'Light-bodied'}, 'Country': {'France', 'United States', 'Other'}, 'LatestVintage': [2020.0, 2021.0], 'Type': {'Rosé', 'Red'}}",3,
"{'ABV': [13.0, 14.5], 'Body': NOT({'Very light-bodied', 'Very full-bodied'}), 'Country': {'France', 'Other'}, 'LatestVintage': [2020.0, 2021.0], 'Type': {'Rosé', 'Red'}}",3,
"{'ABV': [13.0, 14.5], 'Body': {'Medium-bodied', 'Full-bodied'}, 'Country': {'United States', 'Other'}, 'LatestVintage': [2020.0, 2021.0], 'Type': {'Red'}}",3,
"{'ABV': [13.0, 14.5], 'Body': {'Medium-bodied', 'Full-bodied'}, 'Country': {'Portugal', 'Other'}, 'LatestVintage': 2020.0, 'Type': {'Red'}}",3,
"{'ABV': [13.0, 14.5], 'Body': {'Medium-bodied', 'Full-bodied'}, 'Country': {'Italy'}, 'LatestVintage': 2021.0, 'Type': {'Rosé', 'Red'}}",3,
"{'ABV': [13.0, 13.540000000000001], 'Body': {'Medium-bodied', 'Light-bodied'}, 'Country': {'France', 'United States', 'Italy'}, 'LatestVintage': 2021.0, 'Type': {'Rosé', 'Red'}}",3,
"{'ABV': [13.0, 13.540000000000001], 'Body': NOT({'Very light-bodied', 'Very full-bodied'}), 'Country': {'Portugal', 'France', 'Italy'}, 'LatestVintage': [2020.0, 2021.0], 'Type': {'Rosé', 'Red'}}",3,
"{'ABV': 13.0, 'Body': NOT({'Very light-bodied', 'Very full-bodied'}), 'Country': {'France', 'Italy', 'Other'}, 'LatestVintage': [2020.0, 2021.0], 'Type': {'Rosé', 'Red'}}",3,
"{'ABV': [13.0, 13.540000000000001], 'Body': {'Medium-bodied', 'Full-bodied'}, 'Country': {'Portugal', 'United States', 'Italy'}, 'LatestVintage': [2020.0, 2021.0], 'Type': {'Rosé', 'Red'}}",3,
"{'ABV': [13.0, 13.540000000000001], 'Body': {'Medium-bodied', 'Full-bodied'}, 'Country': {'United States', 'Italy', 'Other'}, 'LatestVintage': [2020.0, 2021.0], 'Type': {'Rosé', 'Red'}}",3,
"{'ABV': [13.0, 13.540000000000001], 'Body': {'Medium-bodied', 'Full-bodied'}, 'Country': {'Portugal', 'Italy', 'Other'}, 'LatestVintage': [2020.0, 2021.0], 'Type': {'Rosé', 'Red'}}",3,
"{'ABV': [13.0, 14.5], 'Body': {'Light-bodied', 'Full-bodied'}, 'Country': {'France', 'Italy'}, 'LatestVintage': 2021.0, 'Type': {'Rosé', 'Red'}}",3,
"{'ABV': [13.0, 14.5], 'Body': {'Medium-bodied', 'Full-bodied'}, 'Country': {'United States', 'Italy'}, 'LatestVintage': 2021.0, 'Type': {'Red'}}",3,
"{'ABV': [13.0, 14.5], 'Body': {'Full-bodied'}, 'Country': {'Portugal', 'Italy'}, 'LatestVintage': [2020.0, 2021.0], 'Type': {'Red'}}",3,
"{'ABV': [13.0, 14.5], 'Body': {'Full-bodied'}, 'Country': {'Other', 'Italy'}, 'LatestVintage': [2020.0, 2021.0], 'Type': {'Red'}}",3,
"{'ABV': [13.0, 13.540000000000001], 'Body': NOT({'Very light-bodied', 'Very full-bodied'}), 'Country': {'Portugal', 'France', 'United States'}, 'LatestVintage': [2020.0, 2021.0], 'Type': {'Rosé', 'Red'}}",3,
"{'ABV': [13.0, 13.540000000000001], 'Body': NOT({'Very light-bodied', 'Very full-bodied'}), 'Country': {'France', 'United States', 'Other'}, 'LatestVintage': [2020.0, 2021.0], 'Type': {'Rosé', 'Red'}}",3,
"{'ABV': [13.0, 13.540000000000001], 'Body': {'Light-bodied', 'Full-bodied'}, 'Country': {'Portugal', 'France', 'Other'}, 'LatestVintage': [2020.0, 2021.0], 'Type': {'Rosé', 'Red'}}",3,
"{'ABV': [13.0, 13.540000000000001], 'Body': {'Medium-bodied', 'Full-bodied'}, 'Country': {'Portugal', 'United States', 'Other'}, 'LatestVintage': [2020.0, 2021.0], 'Type': {'Red'}}",3,
